ccam_num,day_num,carcass_age,CORA,TUVU,UNGU,Bird,Great Blue Heron (not scavenging),Deer mouse,Human,Western Fence Lizard,Mule deer (mouth contact),Black phoebe
29,1,3,0s,4560s (~1.27 hours),19760s (~5.49 hours),0s,0s,0s,0s,0s,0s,0s
29,2,3,0s,9369s (~2.6 hours),14723s (~4.09 hours),0s,0s,0s,0s,0s,0s,0s
29,3,3,5379s (~1.49 hours),10759s (~2.99 hours),16810s (~4.67 hours),0s,0s,0s,0s,0s,0s,0s
29,4,3,1800s (~30 minutes),1800s (~30 minutes),16800s (~4.67 hours),600s (~10 minutes),0s,0s,0s,0s,0s,0s
29,5,3,591s (~9.85 minutes),2955s (~49.25 minutes),8866s (~2.46 hours),0s,0s,0s,0s,0s,0s,0s
29,6,3,0s,7800s (~2.17 hours),5200s (~1.44 hours),0s,0s,0s,0s,0s,0s,0s
29,7,3,1302s (~21.7 minutes),5207s (~1.45 hours),1953s (~32.55 minutes),0s,0s,0s,0s,0s,0s,0s
29,8,3,0s,1342s (~22.37 minutes),7383s (~2.05 hours),0s,0s,0s,0s,0s,0s,0s
30,1,2,0s,0s,8400s (~2.33 hours),0s,0s,0s,0s,0s,0s,0s
30,2,2,0s,1180s (~19.67 minutes),11797s (~3.28 hours),0s,0s,0s,0s,0s,0s,0s
30,3,3,5909s (~1.64 hours),3546s (~59.1 minutes),26001s (~7.22 hours),0s,0s,0s,591s (~9.85 minutes),0s,0s,0s
30,4,3,8279s (~2.3 hours),13601s (~3.78 hours),22471s (~6.24 hours),0s,0s,0s,0s,0s,0s,0s
30,5,3,4138s (~1.15 hours),12415s (~3.45 hours),8276s (~2.3 hours),0s,0s,0s,0s,0s,0s,0s
30,6,3,6501s (~1.81 hours),12412s (~3.45 hours),14185s (~3.94 hours),0s,0s,0s,0s,0s,0s,0s
30,7,3,8862s (~2.46 hours),591s (~9.85 minutes),12997s (~3.61 hours),0s,0s,0s,0s,0s,0s,0s
30,8,3,591s (~9.85 minutes),591s (~9.85 minutes),5910s (~1.64 hours),0s,0s,0s,0s,0s,0s,0s
30,9,3,1182s (~19.7 minutes),0s,591s (~9.85 minutes),0s,0s,0s,0s,0s,0s,0s
31,1,3,5889s (~1.64 hours),14723s (~4.09 hours),21201s (~5.89 hours),589s (~9.82 minutes),0s,0s,0s,0s,0s,0s
31,2,3,4135s (~1.15 hours),10634s (~2.95 hours),15360s (~4.27 hours),0s,0s,0s,0s,0s,0s,0s
31,3,3,10631s (~2.95 hours),5316s (~1.48 hours),5316s (~1.48 hours),0s,0s,0s,0s,0s,0s,0s
31,4,3,13200s (~3.67 hours),2400s (~40 minutes),6600s (~1.83 hours),0s,0s,0s,0s,0s,0s,0s
31,5,3,1800s (~30 minutes),0s,5400s (~1.5 hours),2400s (~40 minutes),0s,0s,0s,0s,0s,0s
31,6,3,3544s (~59.07 minutes),3544s (~59.07 minutes),1181s (~19.68 minutes),2362s (~39.37 minutes),0s,0s,0s,0s,0s,0s
31,7,3,590s (~9.83 minutes),0s,1181s (~19.68 minutes),0s,0s,0s,0s,0s,0s,0s
32,2,3,0s,0s,591s (~9.85 minutes),0s,0s,0s,0s,0s,0s,0s
32,3,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
32,4,3,0s,0s,4721s (~1.31 hours),0s,0s,0s,0s,0s,0s,0s
32,5,3,0s,1770s (~29.5 minutes),1770s (~29.5 minutes),0s,0s,0s,0s,0s,0s,0s
32,6,3,0s,0s,10623s (~2.95 hours),0s,0s,0s,0s,0s,0s,0s
32,7,3,0s,0s,2360s (~39.33 minutes),0s,0s,0s,0s,0s,0s,0s
32,8,4,0s,0s,591s (~9.85 minutes),0s,0s,0s,0s,0s,0s,0s
32,9,4,0s,0s,2363s (~39.38 minutes),0s,0s,0s,0s,0s,0s,0s
32,10,4,0s,0s,2954s (~49.23 minutes),0s,0s,0s,0s,0s,0s,0s
33,2,3,1186s (~19.77 minutes),1186s (~19.77 minutes),1779s (~29.65 minutes),2371s (~39.52 minutes),0s,0s,0s,0s,0s,0s
33,3,3,0s,2374s (~39.57 minutes),2968s (~49.47 minutes),7123s (~1.98 hours),0s,0s,0s,0s,0s,0s
33,4,3,0s,0s,641s (~10.68 minutes),3205s (~53.42 minutes),0s,0s,0s,0s,0s,0s
33,5,3,0s,12427s (~3.45 hours),1912s (~31.87 minutes),2868s (~47.8 minutes),0s,0s,0s,0s,0s,0s
33,6,3,0s,9953s (~2.76 hours),4424s (~1.23 hours),3318s (~55.3 minutes),0s,0s,0s,0s,0s,0s
33,7,3,0s,0s,1781s (~29.68 minutes),3561s (~59.35 minutes),0s,0s,0s,0s,0s,0s
33,8,3,0s,4058s (~1.13 hours),2029s (~33.82 minutes),6087s (~1.69 hours),0s,0s,0s,0s,0s,0s
33,9,3,0s,2774s (~46.23 minutes),925s (~15.42 minutes),4623s (~1.28 hours),0s,0s,0s,0s,0s,0s
33,10,3,0s,1967s (~32.78 minutes),1312s (~21.87 minutes),8526s (~2.37 hours),0s,0s,0s,0s,0s,0s
33,11,3,0s,0s,4700s (~1.31 hours),9400s (~2.61 hours),0s,0s,0s,0s,0s,0s
33,12,3,0s,0s,0s,5365s (~1.49 hours),0s,0s,0s,0s,0s,0s
33,13,3,0s,0s,1735s (~28.92 minutes),7809s (~2.17 hours),0s,0s,0s,0s,0s,0s
33,14,3,0s,1313s (~21.88 minutes),7221s (~2.01 hours),10504s (~2.92 hours),0s,0s,0s,0s,0s,0s
33,15,3,593s (~9.88 minutes),0s,0s,7122s (~1.98 hours),0s,0s,0s,0s,0s,0s
33,16,3,0s,0s,0s,1800s (~30 minutes),0s,0s,0s,0s,0s,0s
33,17,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,18,3,1187s (~19.78 minutes),0s,0s,2968s (~49.47 minutes),0s,0s,0s,0s,0s,0s
33,19,3,1780s (~29.67 minutes),593s (~9.88 minutes),0s,2374s (~39.57 minutes),0s,0s,0s,0s,0s,0s
33,20,3,0s,0s,0s,5935s (~1.65 hours),0s,0s,0s,0s,0s,0s
33,21,3,593s (~9.88 minutes),593s (~9.88 minutes),0s,3560s (~59.33 minutes),0s,0s,0s,0s,0s,0s
33,22,3,0s,0s,0s,2999s (~49.98 minutes),0s,0s,0s,0s,0s,0s
33,23,3,0s,0s,0s,5520s (~1.53 hours),0s,0s,0s,0s,0s,0s
33,24,3,0s,0s,0s,2968s (~49.47 minutes),0s,0s,0s,0s,0s,0s
33,25,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,26,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,27,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,28,4,0s,0s,0s,1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
33,29,4,1187s (~19.78 minutes),4747s (~1.32 hours),0s,1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
33,30,4,0s,593s (~9.88 minutes),0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
33,31,4,0s,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
33,32,4,0s,1192s (~19.87 minutes),0s,0s,0s,0s,0s,0s,0s,0s
33,33,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,34,4,0s,0s,0s,1841s (~30.68 minutes),0s,0s,0s,0s,0s,0s
33,35,4,0s,0s,0s,3600s (~1 hours),0s,0s,0s,0s,0s,0s
33,36,4,0s,0s,0s,1200s (~20 minutes),0s,0s,0s,0s,0s,0s
33,37,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,38,4,0s,1214s (~20.23 minutes),0s,0s,0s,0s,0s,0s,0s,0s
33,39,4,0s,600s (~10 minutes),0s,0s,0s,0s,0s,0s,0s,0s
33,40,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,41,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,42,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,43,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
33,44,4,0s,0s,0s,1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
33,45,4,0s,0s,0s,600s (~10 minutes),0s,0s,0s,0s,0s,0s
33,46,4,0s,0s,0s,1184s (~19.73 minutes),0s,0s,0s,0s,0s,0s
34,2,3,0s,0s,593s (~9.88 minutes),5929s (~1.65 hours),0s,0s,0s,0s,0s,0s
34,3,3,594s (~9.9 minutes),0s,594s (~9.9 minutes),10090s (~2.8 hours),0s,0s,0s,0s,0s,0s
34,4,3,0s,0s,1187s (~19.78 minutes),5936s (~1.65 hours),0s,0s,0s,0s,0s,0s
34,5,3,0s,0s,1200s (~20 minutes),3000s (~50 minutes),0s,0s,0s,0s,0s,0s
34,6,3,0s,0s,1781s (~29.68 minutes),4155s (~1.15 hours),0s,0s,0s,0s,0s,0s
34,7,3,0s,0s,0s,3600s (~1 hours),0s,0s,0s,0s,0s,0s
34,8,3,0s,0s,1187s (~19.78 minutes),3561s (~59.35 minutes),0s,0s,0s,0s,0s,0s
34,9,3,0s,0s,0s,6529s (~1.81 hours),0s,0s,0s,0s,0s,0s
34,10,3,0s,0s,0s,7800s (~2.17 hours),0s,0s,0s,0s,0s,0s
34,11,3,0s,0s,0s,3562s (~59.37 minutes),0s,0s,0s,0s,0s,0s
34,12,3,0s,0s,0s,1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
34,13,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
34,14,3,0s,0s,594s (~9.9 minutes),1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
34,15,3,0s,0s,0s,594s (~9.9 minutes),0s,0s,0s,0s,0s,0s
34,16,3,0s,0s,0s,594s (~9.9 minutes),0s,0s,0s,0s,0s,0s
34,17,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
34,18,3,0s,0s,0s,594s (~9.9 minutes),0s,0s,0s,0s,0s,0s
34,19,3,0s,0s,0s,1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
34,20,4,0s,0s,0s,1200s (~20 minutes),0s,0s,0s,0s,0s,0s
34,21,4,0s,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
34,22,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
34,23,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
34,24,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
34,25,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
34,26,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
34,27,4,0s,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
34,28,4,0s,0s,0s,3560s (~59.33 minutes),0s,0s,0s,0s,0s,0s
34,29,4,0s,0s,0s,1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
34,30,4,0s,0s,0s,4747s (~1.32 hours),0s,0s,0s,0s,0s,0s
34,31,4,0s,0s,0s,1780s (~29.67 minutes),0s,0s,0s,593s (~9.88 minutes),0s,0s
34,32,4,0s,0s,0s,1804s (~30.07 minutes),0s,0s,0s,0s,0s,0s
34,33,4,0s,0s,0s,1780s (~29.67 minutes),0s,0s,0s,1780s (~29.67 minutes),0s,0s
34,34,4,0s,0s,0s,1186s (~19.77 minutes),0s,0s,0s,0s,0s,0s
34,35,4,0s,0s,0s,2966s (~49.43 minutes),0s,0s,0s,593s (~9.88 minutes),0s,0s
34,36,4,0s,0s,0s,2373s (~39.55 minutes),0s,0s,0s,0s,0s,0s
34,37,4,0s,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
34,38,4,0s,0s,0s,600s (~10 minutes),0s,0s,0s,600s (~10 minutes),0s,0s
34,39,4,0s,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
34,40,4,0s,0s,0s,1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
34,41,4,0s,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
34,42,4,0s,0s,0s,1200s (~20 minutes),0s,0s,0s,0s,0s,0s
34,43,4,0s,0s,0s,1800s (~30 minutes),0s,0s,0s,0s,0s,0s
34,44,4,0s,0s,0s,4746s (~1.32 hours),0s,0s,0s,0s,0s,0s
34,45,4,0s,0s,0s,2373s (~39.55 minutes),0s,0s,0s,0s,0s,0s
34,46,4,0s,0s,0s,3000s (~50 minutes),0s,0s,0s,0s,0s,0s
35,2,3,0s,1186s (~19.77 minutes),16600s (~4.61 hours),0s,0s,0s,0s,0s,0s,0s
35,3,3,0s,0s,8311s (~2.31 hours),594s (~9.9 minutes),0s,0s,0s,0s,0s,0s
35,4,4,0s,0s,16983s (~4.72 hours),7885s (~2.19 hours),0s,0s,0s,0s,0s,0s
35,5,4,0s,0s,18600s (~5.17 hours),4800s (~1.33 hours),0s,0s,0s,0s,0s,0s
35,6,4,0s,0s,23045s (~6.4 hours),1819s (~30.32 minutes),0s,0s,0s,0s,0s,0s
35,7,4,0s,0s,7885s (~2.19 hours),3033s (~50.55 minutes),0s,0s,0s,0s,0s,0s
35,8,4,0s,0s,1226s (~20.43 minutes),4292s (~1.19 hours),0s,0s,0s,0s,0s,0s
35,9,4,4127s (~1.15 hours),2751s (~45.85 minutes),4815s (~1.34 hours),4127s (~1.15 hours),0s,0s,0s,0s,0s,0s
35,10,4,4127s (~1.15 hours),0s,2751s (~45.85 minutes),4127s (~1.15 hours),0s,0s,0s,0s,0s,0s
35,11,4,0s,0s,626s (~10.43 minutes),1253s (~20.88 minutes),0s,0s,0s,0s,0s,0s
35,12,4,0s,0s,0s,7931s (~2.2 hours),0s,0s,0s,0s,0s,0s
35,13,4,1226s (~20.43 minutes),0s,613s (~10.22 minutes),6130s (~1.7 hours),0s,0s,0s,0s,0s,0s
35,14,4,2756s (~45.93 minutes),0s,0s,9644s (~2.68 hours),0s,0s,0s,0s,0s,0s
35,15,4,1227s (~20.45 minutes),0s,0s,4293s (~1.19 hours),0s,0s,0s,0s,0s,0s
35,16,4,600s (~10 minutes),0s,1800s (~30 minutes),3000s (~50 minutes),0s,0s,0s,0s,0s,0s
35,17,4,0s,593s (~9.88 minutes),0s,4748s (~1.32 hours),0s,0s,0s,0s,0s,0s
35,18,4,7800s (~2.17 hours),4200s (~1.17 hours),0s,2400s (~40 minutes),0s,0s,0s,0s,0s,0s
35,19,4,593s (~9.88 minutes),3561s (~59.35 minutes),593s (~9.88 minutes),1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
35,20,4,2374s (~39.57 minutes),2374s (~39.57 minutes),0s,0s,0s,0s,0s,0s,0s,0s
35,21,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
35,22,4,597s (~9.95 minutes),1195s (~19.92 minutes),0s,0s,0s,0s,0s,0s,0s,0s
35,23,4,8310s (~2.31 hours),1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s,0s,0s
35,24,4,607s (~10.12 minutes),0s,0s,0s,0s,0s,0s,0s,0s,0s
35,25,4,2427s (~40.45 minutes),0s,0s,0s,0s,0s,0s,0s,0s,0s
35,26,4,4962s (~1.38 hours),2481s (~41.35 minutes),0s,0s,0s,0s,0s,0s,0s,0s
35,27,4,3939s (~1.09 hours),0s,0s,0s,0s,0s,0s,0s,0s,0s
35,28,4,8400s (~2.33 hours),600s (~10 minutes),0s,0s,0s,0s,0s,0s,0s,0s
35,29,4,6673s (~1.85 hours),607s (~10.12 minutes),0s,0s,0s,0s,0s,0s,0s,0s
35,30,4,2373s (~39.55 minutes),0s,0s,0s,0s,0s,0s,0s,0s,0s
35,31,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
35,32,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
36,1,3,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
36,2,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
37,2,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
37,3,3,0s,1187s (~19.78 minutes),593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
37,4,3,614s (~10.23 minutes),0s,0s,0s,0s,0s,0s,0s,0s,0s
37,5,3,0s,0s,6067s (~1.69 hours),607s (~10.12 minutes),0s,0s,0s,0s,0s,0s
37,6,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
37,7,3,0s,3600s (~1 hours),0s,0s,0s,0s,0s,0s,0s,0s
37,8,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
37,9,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
37,10,3,1228s (~20.47 minutes),1841s (~30.68 minutes),1228s (~20.47 minutes),0s,0s,0s,0s,0s,0s,0s
37,11,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
37,12,4,0s,0s,0s,614s (~10.23 minutes),0s,0s,0s,0s,0s,0s
37,13,4,0s,0s,0s,3641s (~1.01 hours),0s,0s,0s,0s,0s,0s
37,14,4,0s,4248s (~1.18 hours),0s,4855s (~1.35 hours),0s,0s,0s,0s,0s,0s
37,15,4,0s,0s,0s,3754s (~1.04 hours),0s,0s,0s,0s,0s,0s
38,2,3,0s,3071s (~51.18 minutes),0s,0s,0s,0s,0s,0s,0s,0s
38,3,3,0s,593s (~9.88 minutes),0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
38,4,3,1907s (~31.78 minutes),636s (~10.6 minutes),0s,1271s (~21.18 minutes),0s,0s,0s,0s,0s,0s
38,5,3,1821s (~30.35 minutes),1821s (~30.35 minutes),0s,1821s (~30.35 minutes),0s,0s,0s,0s,0s,0s
38,6,3,1843s (~30.72 minutes),1229s (~20.48 minutes),0s,1229s (~20.48 minutes),0s,0s,0s,0s,0s,0s
38,7,3,652s (~10.87 minutes),1305s (~21.75 minutes),0s,3262s (~54.37 minutes),0s,0s,0s,0s,0s,0s
38,8,3,0s,1847s (~30.78 minutes),0s,2463s (~41.05 minutes),0s,0s,0s,0s,0s,0s
38,9,3,629s (~10.48 minutes),1258s (~20.97 minutes),0s,0s,0s,0s,0s,0s,0s,0s
38,10,3,629s (~10.48 minutes),19496s (~5.42 hours),0s,0s,0s,0s,0s,0s,0s,0s
38,11,4,637s (~10.62 minutes),1911s (~31.85 minutes),0s,1274s (~21.23 minutes),0s,0s,0s,0s,0s,0s
39,2,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
39,3,3,0s,1214s (~20.23 minutes),0s,0s,0s,0s,0s,0s,0s,0s
39,4,3,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s,0s
39,5,3,0s,3000s (~50 minutes),0s,0s,0s,0s,0s,0s,0s,0s
39,6,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
39,7,4,0s,0s,0s,600s (~10 minutes),0s,0s,0s,0s,0s,0s
39,8,4,0s,0s,0s,592s (~9.87 minutes),0s,0s,0s,0s,0s,0s
40,2,3,0s,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
40,3,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
40,4,3,0s,0s,0s,1186s (~19.77 minutes),0s,0s,0s,0s,0s,0s
40,5,4,0s,0s,0s,3642s (~1.01 hours),0s,0s,0s,0s,0s,0s
40,6,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
40,7,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
40,8,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
41,2,3,1779s (~29.65 minutes),18384s (~5.11 hours),1779s (~29.65 minutes),0s,0s,0s,0s,0s,0s,0s
41,3,3,2965s (~49.42 minutes),11267s (~3.13 hours),0s,0s,0s,0s,0s,0s,0s,0s
41,4,3,0s,7116s (~1.98 hours),0s,0s,0s,0s,0s,0s,0s,0s
41,5,3,3558s (~59.3 minutes),4151s (~1.15 hours),0s,0s,0s,0s,0s,0s,0s,0s
41,6,3,2372s (~39.53 minutes),8895s (~2.47 hours),0s,0s,0s,0s,0s,0s,0s,0s
41,7,3,0s,2372s (~39.53 minutes),1186s (~19.77 minutes),0s,0s,0s,0s,0s,0s,0s
41,8,3,593s (~9.88 minutes),5335s (~1.48 hours),1778s (~29.63 minutes),0s,0s,0s,0s,0s,0s,0s
41,9,3,1186s (~19.77 minutes),0s,2964s (~49.4 minutes),0s,0s,0s,0s,0s,0s,0s
41,10,3,3557s (~59.28 minutes),1186s (~19.77 minutes),0s,0s,0s,0s,0s,0s,0s,0s
41,11,3,5336s (~1.48 hours),1186s (~19.77 minutes),0s,0s,0s,0s,0s,0s,0s,0s
41,12,3,3558s (~59.3 minutes),1186s (~19.77 minutes),0s,0s,0s,0s,0s,0s,0s,0s
41,13,3,7812s (~2.17 hours),19530s (~5.42 hours),0s,0s,0s,0s,0s,0s,0s,0s
41,14,4,10956s (~3.04 hours),996s (~16.6 minutes),996s (~16.6 minutes),996s (~16.6 minutes),0s,0s,0s,0s,0s,0s
41,15,4,3240s (~54 minutes),0s,0s,0s,0s,0s,0s,0s,0s,0s
41,16,4,24600s (~6.83 hours),0s,0s,0s,0s,0s,0s,0s,0s,0s
46,2,3,7941s (~2.21 hours),19853s (~5.51 hours),1324s (~22.07 minutes),0s,0s,0s,0s,0s,0s,0s
46,3,3,3795s (~1.05 hours),17708s (~4.92 hours),1265s (~21.08 minutes),0s,0s,0s,0s,0s,0s,0s
46,4,3,2722s (~45.37 minutes),12931s (~3.59 hours),0s,0s,0s,0s,0s,0s,0s,0s
46,5,3,872s (~14.53 minutes),0s,0s,0s,0s,0s,0s,0s,0s,0s
46,6,3,3269s (~54.48 minutes),6538s (~1.82 hours),0s,0s,0s,0s,0s,0s,0s,0s
46,7,3,661s (~11.02 minutes),4626s (~1.28 hours),0s,0s,0s,0s,0s,0s,0s,0s
46,8,3,2329s (~38.82 minutes),0s,0s,0s,0s,0s,0s,0s,0s,0s
47,2,1,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
47,3,1,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
47,4,2,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
47,5,2,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
47,6,2,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
47,7,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
47,8,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
48,2,1,750s (~12.5 minutes),0s,0s,750s (~12.5 minutes),0s,0s,0s,0s,0s,0s
48,3,1,4593s (~1.28 hours),6890s (~1.91 hours),0s,0s,0s,0s,0s,0s,0s,0s
48,4,1,1850s (~30.83 minutes),3700s (~1.03 hours),0s,0s,0s,0s,0s,0s,0s,0s
48,5,2,634s (~10.57 minutes),14578s (~4.05 hours),0s,0s,0s,0s,0s,0s,0s,0s
48,6,2,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
48,7,2,1327s (~22.12 minutes),664s (~11.07 minutes),0s,0s,0s,0s,0s,0s,0s,0s
49,2,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
49,3,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
49,4,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
49,5,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,2,2,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,3,2,592s (~9.87 minutes),592s (~9.87 minutes),0s,0s,0s,0s,0s,0s,0s,0s
50,4,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,5,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,6,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,7,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,8,3,0s,0s,1775s (~29.58 minutes),592s (~9.87 minutes),0s,0s,0s,0s,0s,0s
50,9,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,10,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,11,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,12,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,13,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
50,14,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
52,1,3,0s,0s,0s,2958s (~49.3 minutes),0s,0s,0s,0s,0s,0s
52,2,3,0s,0s,0s,4141s (~1.15 hours),0s,0s,0s,0s,0s,0s
52,3,3,0s,0s,0s,2366s (~39.43 minutes),0s,0s,0s,0s,0s,0s
52,4,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
52,5,3,0s,0s,0s,591s (~9.85 minutes),0s,0s,0s,0s,0s,0s
52,6,3,0s,0s,0s,591s (~9.85 minutes),0s,0s,0s,0s,0s,0s
52,7,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
52,8,3,0s,0s,0s,591s (~9.85 minutes),0s,0s,0s,0s,0s,0s
52,9,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
52,10,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
52,11,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
52,12,4,0s,0s,0s,1183s (~19.72 minutes),0s,0s,0s,0s,0s,0s
52,13,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
52,14,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
52,15,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
53,2,3,615s (~10.25 minutes),7382s (~2.05 hours),3691s (~1.03 hours),1846s (~30.77 minutes),0s,0s,0s,0s,0s,0s
53,3,4,0s,3860s (~1.07 hours),5147s (~1.43 hours),1287s (~21.45 minutes),0s,0s,0s,0s,0s,0s
53,4,4,3750s (~1.04 hours),12000s (~3.33 hours),9750s (~2.71 hours),0s,0s,0s,0s,0s,0s,0s
53,5,4,722s (~12.03 minutes),2165s (~36.08 minutes),0s,0s,0s,0s,0s,0s,0s,0s
53,6,4,0s,1636s (~27.27 minutes),0s,0s,0s,0s,0s,0s,0s,0s
53,7,4,0s,1000s (~16.67 minutes),3000s (~50 minutes),1000s (~16.67 minutes),0s,0s,0s,0s,0s,0s
53,8,4,1090s (~18.17 minutes),2180s (~36.33 minutes),0s,0s,0s,0s,0s,0s,0s,0s
53,9,4,2919s (~48.65 minutes),5838s (~1.62 hours),1460s (~24.33 minutes),0s,0s,0s,0s,0s,0s,0s
53,10,4,0s,1750s (~29.17 minutes),12250s (~3.4 hours),0s,0s,0s,0s,0s,0s,0s
53,11,4,593s (~9.88 minutes),0s,2966s (~49.43 minutes),0s,0s,0s,0s,0s,0s,0s
53,12,4,600s (~10 minutes),14400s (~4 hours),4200s (~1.17 hours),0s,0s,0s,0s,0s,0s,0s
53,13,4,3035s (~50.58 minutes),6070s (~1.69 hours),5059s (~1.41 hours),0s,0s,0s,0s,0s,0s,0s
53,14,4,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
53,15,4,0s,2860s (~47.67 minutes),0s,715s (~11.92 minutes),0s,0s,0s,0s,0s,0s
53,16,4,2243s (~37.38 minutes),748s (~12.47 minutes),2243s (~37.38 minutes),0s,0s,0s,0s,0s,0s,0s
53,17,4,1964s (~32.73 minutes),655s (~10.92 minutes),0s,0s,0s,0s,0s,0s,0s,0s
53,18,4,0s,0s,1740s (~29 minutes),0s,0s,0s,0s,0s,0s,0s
53,19,4,6293s (~1.75 hours),0s,629s (~10.48 minutes),0s,0s,0s,0s,0s,0s,0s
53,20,4,3116s (~51.93 minutes),2337s (~38.95 minutes),779s (~12.98 minutes),0s,0s,0s,0s,0s,0s,0s
53,21,4,0s,1703s (~28.38 minutes),0s,0s,0s,0s,0s,0s,0s,0s
